visitors,datetime,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,cloudcover,visibility,solarradiation,uvindex,sunrise,sunset
26936,2022-03-01,23.9,17.6,68.5,0.061,100,4.17,18.4,17.5,46.5,16,149.4,8,2022-03-01 6:51:43,2022-03-01 18:35:58
26745,2022-03-02,23.9,17.8,69.4,0,0,0,16.9,21.5,30.1,15.9,187.5,7,2022-03-02 6:50:54,2022-03-02 18:36:22
25457,2022-03-03,23.7,16.1,63.8,0,0,0,40.7,27.8,43.1,16,259.3,10,2022-03-03 6:50:05,2022-03-03 18:36:46
26327,2022-03-04,23.2,15.8,63.9,0.036,100,4.17,19.8,17.4,37.7,16,230.4,10,2022-03-04 6:49:16,2022-03-04 18:37:09
26877,2022-03-05,22.7,15.3,64.1,0,0,0,17.3,17.4,32.1,15.8,189.8,8,2022-03-05 6:48:26,2022-03-05 18:37:32
29262,2022-03-06,23,15.8,65.1,0,0,0,20.5,17.8,27.2,16,273.1,10,2022-03-06 6:47:35,2022-03-06 18:37:54
29828,2022-03-07,23.4,16.3,64.9,0.109,100,4.17,25.6,16.2,39.2,16,146.4,7,2022-03-07 6:46:44,2022-03-07 18:38:16
28466,2022-03-08,24,17.2,66.3,0.286,100,12.5,33.5,20.4,56.8,15.9,195.9,7,2022-03-08 6:45:53,2022-03-08 18:38:38
27881,2022-03-09,24.4,18.3,69,0.153,100,8.33,20.6,19.3,31.7,15.8,185.2,10,2022-03-09 6:45:01,2022-03-09 18:39:00
25953,2022-03-10,25,19.1,70.2,0,0,0,25.6,19.4,38.9,16,276.7,10,2022-03-10 6:44:08,2022-03-10 18:39:21
26610,2022-03-11,25.7,17.5,61.4,0,0,0,42.5,30.3,30.6,16,262,10,2022-03-11 6:43:16,2022-03-11 18:39:42
27448,2022-03-12,25.2,16.7,60,0,0,0,144,30.1,40.3,16,228.2,7,2022-03-12 6:42:23,2022-03-12 18:40:03
29981,2022-03-13,24.8,17.2,63.2,0,0,0,38.4,28.6,42,16,238,9,2022-03-13 6:41:30,2022-03-13 18:40:23
31921,2022-03-14,24.6,16.6,61.5,0,0,0,35.6,25.7,46.3,16,243.3,10,2022-03-14 6:40:36,2022-03-14 18:40:44
29012,2022-03-15,24.5,17.2,64.8,0,0,0,27,16.9,47,16,242.4,9,2022-03-15 6:39:42,2022-03-15 18:41:04
29908,2022-03-16,25.6,19.8,70.6,0,0,0,27.7,23.4,64.5,16,196.3,10,2022-03-16 6:38:48,2022-03-16 18:41:24
25910,2022-03-17,25.3,17.3,61.8,0,0,0,41,28.2,56.5,16,253,9,2022-03-17 6:37:54,2022-03-17 18:41:43
26667,2022-03-18,25.4,16.5,58.7,0,0,0,42.5,30.3,44.4,16,256,10,2022-03-18 6:36:59,2022-03-18 18:42:03
27010,2022-03-19,25.1,17.5,63.1,0,0,0,37.1,27.1,61.2,16,264.6,10,2022-03-19 6:36:05,2022-03-19 18:42:22
29966,2022-03-20,24.4,18.8,71.1,0.171,100,16.67,23.8,18.9,71.8,16,147.2,6,2022-03-20 6:35:10,2022-03-20 18:42:41
30440,2022-03-21,24.1,18.4,71.1,1.422,100,8.33,35.3,18.1,46.2,15.9,184.5,10,2022-03-21 6:34:15,2022-03-21 18:43:01
27886,2022-03-22,24.6,17.6,66,0.356,100,8.33,48.2,28,70.7,15.9,119.4,6,2022-03-22 6:33:20,2022-03-22 18:43:20
26940,2022-03-23,25.4,17.4,61.8,0.022,100,4.17,50.7,29.6,61.6,15.9,280.9,10,2022-03-23 6:32:25,2022-03-23 18:43:38
24792,2022-03-24,24.8,17.2,63.9,0.407,100,12.5,108,31.4,74.6,15.6,284.8,10,2022-03-24 6:31:30,2022-03-24 18:43:57
24775,2022-03-25,23.8,18,70.5,3.814,100,29.17,47.2,26.9,77,15.4,121.3,6,2022-03-25 6:30:35,2022-03-25 18:44:16
25341,2022-03-26,24.1,15.4,59.2,0,0,0,40.6,24.7,44.6,16,301,10,2022-03-26 6:29:40,2022-03-26 18:44:35
26503,2022-03-27,22.7,17.3,71.8,1.484,100,20.83,28.4,17.4,57.9,15.5,209.6,10,2022-03-27 6:28:45,2022-03-27 18:44:54
26990,2022-03-28,23.2,17.4,70.8,0.117,100,8.33,19.8,19.9,48.9,16,247.8,10,2022-03-28 6:27:51,2022-03-28 18:45:12
27415,2022-03-29,24,18,69.6,0,0,0,27.7,22.3,48.4,16,252.8,9,2022-03-29 6:26:56,2022-03-29 18:45:31
26728,2022-03-30,24.9,18,66.2,0.113,100,4.17,38.9,26,44.1,16,283.1,10,2022-03-30 6:26:01,2022-03-30 18:45:50
25086,2022-03-31,24.6,18.7,70.4,2.178,100,33.33,48.4,30.4,62.8,15,235,8,2022-03-31 6:25:07,2022-03-31 18:46:08
24686,2022-04-01,24.2,17.2,65.1,0.186,100,16.67,46.1,30.9,55.4,15.8,204.6,8,2022-04-01 6:24:13,2022-04-01 18:46:27
25158,2022-04-02,24.8,16.6,60.6,0.023,100,8.33,52.4,34.2,61.6,15.8,169,5,2022-04-02 6:23:19,2022-04-02 18:46:46
26564,2022-04-03,24.7,16.1,58.9,0.049,100,8.33,58.1,36.6,52.8,16,263.1,10,2022-04-03 6:22:25,2022-04-03 18:47:05
28565,2022-04-04,24.6,15.9,58.8,0,0,0,180,33.9,59.9,16,198.3,8,2022-04-04 6:21:31,2022-04-04 18:47:23
27611,2022-04-05,24.5,17.1,64,0,0,0,35.3,27.6,74.5,16,240.2,9,2022-04-05 6:20:38,2022-04-05 18:47:42
28059,2022-04-06,24.4,16.8,63.4,0.14,100,8.33,47.9,28.9,53.6,15.7,249.1,9,2022-04-06 6:19:45,2022-04-06 18:48:02
25011,2022-04-07,25.1,15.9,57.6,0.048,100,4.17,60.5,36.3,39.9,15.9,269.8,10,2022-04-07 6:18:52,2022-04-07 18:48:21
24420,2022-04-08,24.8,17,62.4,0.277,100,8.33,120.8,28.6,64.9,15.8,185.1,8,2022-04-08 6:18:00,2022-04-08 18:48:40
24694,2022-04-09,25.2,17.7,63.8,0.098,100,8.33,47.2,31,51,16,272,10,2022-04-09 6:17:08,2022-04-09 18:48:59
25372,2022-04-10,25.6,17.9,63,0,0,0,43,29,77.1,15.8,280,10,2022-04-10 6:16:17,2022-04-10 18:49:19
27032,2022-04-11,25.3,18,64.8,0,0,0,62.1,34.4,57.6,15.8,312.6,10,2022-04-11 6:15:25,2022-04-11 18:49:39
25889,2022-04-12,25.7,17.7,62.2,0.059,100,8.33,66,28.7,60.6,15.9,287.3,10,2022-04-12 6:14:35,2022-04-12 18:49:58
26459,2022-04-13,25.3,16.9,60.4,0,0,0,44.6,29.3,46.6,16,283.7,10,2022-04-13 6:13:45,2022-04-13 18:50:18
25033,2022-04-14,25.2,16.5,59.2,0,0,0,49.1,33,48.4,15.9,265.6,9,2022-04-14 6:12:55,2022-04-14 18:50:39
25370,2022-04-15,24.6,16.1,59.4,0,0,0,50,33.1,53.9,15.9,160.8,8,2022-04-15 6:12:06,2022-04-15 18:50:59
27759,2022-04-16,24.1,18.1,69.5,0.508,100,29.17,43.9,27,66.8,15.8,193.5,8,2022-04-16 6:11:17,2022-04-16 18:51:19
27968,2022-04-17,24.7,17.1,63.4,0.011,100,4.17,108,32.8,68.4,15.9,292.7,10,2022-04-17 6:10:29,2022-04-17 18:51:40
31402,2022-04-18,24.6,15.4,57.2,0,0,0,47.4,31,43.1,15.7,270.8,10,2022-04-18 6:09:41,2022-04-18 18:52:01
30420,2022-04-19,24.6,16.7,62,0.059,100,12.5,52.4,34,51.9,16,228.6,10,2022-04-19 6:08:54,2022-04-19 18:52:22
31162,2022-04-20,24.6,17.1,63.3,0.227,100,37.5,47.1,30.8,56.3,15.6,209.1,8,2022-04-20 6:08:08,2022-04-20 18:52:43
28662,2022-04-21,24.1,17.6,67.4,0.353,100,16.67,47.2,30,73.7,15.9,136.4,6,2022-04-21 6:07:23,2022-04-21 18:53:05
24894,2022-04-22,25.5,17.5,62.2,0.044,100,4.17,49.7,29.8,68.7,16,259.1,10,2022-04-22 6:06:38,2022-04-22 18:53:27
24825,2022-04-23,24.6,18.3,68.5,0,0,0,45.3,30.4,81.2,15.8,65.5,2,2022-04-23 6:05:53,2022-04-23 18:53:49
26372,2022-04-24,25.5,17.1,60.5,0.171,100,12.5,49,30,59.1,16,224.9,10,2022-04-24 6:05:10,2022-04-24 18:54:11
29796,2022-04-25,25.2,17,60.9,0.073,100,4.17,180,29.4,46,16,165.1,7,2022-04-25 6:04:27,2022-04-25 18:54:33
27738,2022-04-26,24.8,17.6,64.8,0.311,100,20.83,47.9,30.8,65.1,15.7,214.9,8,2022-04-26 6:03:45,2022-04-26 18:54:56
28451,2022-04-27,24.8,18,66.4,0,0,0,45.5,24.1,69.6,16,236.7,9,2022-04-27 6:03:03,2022-04-27 18:55:18
27990,2022-04-28,25.6,17.7,62.6,0,0,0,38.9,28.4,49,16,333.8,10,2022-04-28 6:02:23,2022-04-28 18:55:41
